58:8E:81:72:F6:11,1637428567,0,400,0,183.15,34.32,18.22,54.31
58:8E:81:72:F6:52,1637428543,0,405,0,44.21,33.42,19.17,56.75
00:0B:57:64:8F:DD,1637428515,0,400,0,102.96,37.74,14.66,54.87
14:B4:57:6D:A5:6D,1637428488,4,432,0,526.43,33.64,19.41,56.70
08:6B:D7:FE:13:F7,1637428724,1,406,0,372.41,31.92,21.16,55.70
00:0B:57:64:8F:DD,1637428684,0,402,0,109.44,37.74,15.07,54.95
14:B4:57:6D:A5:6D,1637428657,0,400,0,526.56,33.65,19.29,53.79
08:6B:D7:FE:13:F7,1637428895,0,403,0,372.60,32.16,21.19,55.46
58:8E:81:72:F6:11,1637428866,2,403,0,183.39,34.45,18.20,55.26
58:8E:81:72:F6:52,1637428842,0,409,0,44.11,33.43,19.23,54.61
14:B4:57:6D:A5:6D,1637428808,1,407,0,527.02,33.65,19.38,55.32
08:6B:D7:FE:13:F7,1637429087,0,402,0,373.02,32.23,20.81,53.51
58:8E:81:72:F6:11,1637429058,0,402,0,183.15,34.65,17.88,54.84
58:8E:81:72:F6:52,1637429034,0,403,0,43.89,33.66,19.03,55.38
00:0B:57:64:8F:DD,1637429007,7,540,0,108.00,37.94,14.72,53.33
14:B4:57:6D:A5:6D,1637428980,1,407,0,527.59,33.89,19.03,54.81
08:6B:D7:FE:13:F7,1637429261,0,400,0,375.42,32.20,20.99,55.49
58:8E:81:72:F6:52,1637429226,11,466,0,43.61,33.71,18.99,60.58
00:0B:57:64:8F:DD,1637429198,0,400,0,106.81,37.71,15.42,53.10
14:B4:57:6D:A5:6D,1637429171,0,405,0,528.97,33.81,19.25,55.51
08:6B:D7:FE:13:F7,1637429453,0,403,0,376.93,32.06,21.19,55.65
58:8E:81:72:F6:11,1637429424,1,410,0,183.42,34.67,18.02,55.32
58:8E:81:72:F6:52,1637429400,0,402,0,43.77,33.80,18.98,55.84
00:0B:57:64:8F:DD,1637429372,1,403,0,108.87,37.77,14.69,53.83
14:B4:57:6D:A5:6D,1637429345,0,400,0,530.88,33.96,19.17,56.45
08:6B:D7:FE:13:F7,1637429646,1,403,0,376.75,32.06,21.22,55.54
58:8E:81:72:F6:11,1637429617,0,400,0,183.33,34.60,18.11,54.93
58:8E:81:72:F6:52,1637429592,0,405,0,44.14,33.80,18.95,55.77
00:0B:57:64:8F:DD,1637429564,23,497,0,106.15,37.73,14.72,53.72
14:B4:57:6D:A5:6D,1637429537,0,400,0,531.86,33.96,19.15,56.00
58:8E:81:72:F6:11,1637429810,0,400,0,183.27,34.67,18.05,56.33
58:8E:81:72:F6:52,1637429786,0,400,0,43.46,33.75,19.02,60.22
00:0B:57:64:8F:DD,1637429758,6,438,0,104.98,37.76,14.77,53.92
14:B4:57:6D:A5:6D,1637429731,0,402,0,531.26,33.87,19.20,53.09
08:6B:D7:FE:13:F7,1637429989,0,400,0,379.71,32.07,21.19,55.36
58:8E:81:72:F6:11,1637429960,0,403,0,183.46,34.59,18.06,53.85
58:8E:81:72:F6:52,1637429936,0,403,0,43.83,33.80,18.96,56.50
00:0B:57:64:8F:DD,1637429908,2,400,0,107.09,37.82,14.67,53.13
08:6B:D7:FE:13:F7,1637430182,0,402,0,382.11,32.27,21.04,55.16
58:8E:81:72:F6:11,1637430153,0,403,0,183.24,34.60,18.08,54.44
58:8E:81:72:F6:52,1637430129,0,400,0,43.61,33.74,18.98,54.02
00:0B:57:64:8F:DD,1637430101,1,408,0,98.82,37.56,15.60,52.24
14:B4:57:6D:A5:6D,1637430074,1,406,0,535.83,34.10,19.24,55.52
08:6B:D7:FE:13:F7,1637430375,1,408,0,382.56,32.26,21.08,62.02
58:8E:81:72:F6:11,1637430346,0,403,0,183.39,34.80,18.01,61.81
58:8E:81:72:F6:52,1637430321,1,410,0,43.71,33.81,19.03,55.53
00:0B:57:64:8F:DD,1637430293,1,400,0,104.27,37.54,14.96,52.27
14:B4:57:6D:A5:6D,1637430266,1,405,0,536.33,33.96,19.21,52.29
08:6B:D7:FE:13:F7,1637430568,0,400,0,381.83,32.37,20.94,55.17
58:8E:81:72:F6:11,1637430539,2,414,0,183.39,35.02,17.75,61.80
58:8E:81:72:F6:52,1637430514,0,402,0,43.52,33.78,19.01,63.89
00:0B:57:64:8F:DD,1637430486,1,408,0,101.00,37.96,14.53,59.74
14:B4:57:6D:A5:6D,1637430459,1,408,0,535.62,34.03,19.08,58.98
08:6B:D7:FE:13:F7,1637430761,0,405,0,383.54,32.37,20.94,53.82
58:8E:81:72:F6:11,1637430732,0,401,0,183.29,35.12,17.69,57.63
58:8E:81:72:F6:52,1637430708,1,420,0,43.59,34.03,19.07,55.36
00:0B:57:64:8F:DD,1637430680,1,400,0,101.39,37.84,14.67,54.44
14:B4:57:6D:A5:6D,1637430653,1,408,0,536.33,33.92,19.11,56.20
08:6B:D7:FE:13:F7,1637430953,0,400,0,383.14,32.63,21.08,55.67
58:8E:81:72:F6:11,1637430924,4,418,0,182.10,34.80,18.04,54.25
58:8E:81:72:F6:52,1637430900,0,406,0,44.21,34.30,18.91,56.48
00:0B:57:64:8F:DD,1637430872,1,405,0,104.70,38.10,14.59,54.11
14:B4:57:6D:A5:6D,1637430845,0,400,0,536.25,34.15,19.16,55.24
08:6B:D7:FE:13:F7,1637431146,1,407,0,386.68,32.77,20.84,56.53
58:8E:81:72:F6:11,1637431117,0,400,0,183.49,34.85,18.25,54.72
58:8E:81:72:F6:52,1637431093,1,405,0,41.67,34.51,18.81,56.25
00:0B:57:64:8F:DD,1637431064,0,402,0,104.33,37.58,15.53,53.06
14:B4:57:6D:A5:6D,1637431037,0,400,0,537.09,34.49,19.05,56.51
08:6B:D7:FE:13:F7,1637431339,1,406,0,387.22,32.61,20.85,55.64
58:8E:81:72:F6:11,1637431310,0,400,0,183.36,34.92,18.04,52.90
58:8E:81:72:F6:52,1637431286,0,400,0,44.11,34.04,18.89,57.10
00:0B:57:64:8F:DD,1637431258,0,400,0,106.84,37.81,15.04,53.86
14:B4:57:6D:A5:6D,1637431231,0,407,0,537.59,34.70,18.76,55.68
08:6B:D7:FE:13:F7,1637431513,0,400,0,386.62,32.66,20.79,53.45
58:8E:81:72:F6:52,1637431478,0,406,0,44.02,34.00,18.97,58.76
00:0B:57:64:8F:DD,1637431451,1,400,0,106.12,37.89,14.76,53.24
14:B4:57:6D:A5:6D,1637431424,1,407,0,537.40,34.29,19.14,60.15
08:6B:D7:FE:13:F7,1637431705,2,408,0,387.56,32.56,21.02,63.43
58:8E:81:72:F6:11,1637431676,0,403,0,183.05,35.26,17.78,55.05
58:8E:81:72:F6:52,1637431652,0,400,0,44.14,34.23,18.84,56.39
00:0B:57:64:8F:DD,1637431624,0,405,0,103.08,37.82,15.17,62.68
14:B4:57:6D:A5:6D,1637431597,0,400,0,537.82,34.26,19.13,57.39
08:6B:D7:FE:13:F7,1637431897,0,402,0,387.78,32.80,20.61,55.93
58:8E:81:72:F6:11,1637431868,1,402,0,183.52,35.55,17.55,54.38
58:8E:81:72:F6:52,1637431844,0,400,0,44.02,34.04,18.87,64.19
00:0B:57:64:8F:DD,1637431816,1,406,0,107.06,38.13,14.63,62.85
14:B4:57:6D:A5:6D,1637431789,0,403,0,538.19,34.60,18.85,61.78
08:6B:D7:FE:13:F7,1637432070,1,400,0,387.84,32.73,20.95,56.73
58:8E:81:72:F6:11,1637432041,2,415,0,183.62,35.39,17.62,55.59
58:8E:81:72:F6:52,1637432017,0,403,0,43.68,33.47,19.67,55.68
00:0B:57:64:8F:DD,1637431989,0,400,0,105.14,38.07,14.99,53.64
08:6B:D7:FE:13:F7,1637432263,1,407,0,387.81,32.84,20.69,53.77
58:8E:81:72:F6:11,1637432234,0,400,0,183.55,35.69,17.34,52.83
58:8E:81:72:F6:52,1637432210,0,402,0,43.93,34.13,18.98,62.12
00:0B:57:64:8F:DD,1637432181,1,409,0,105.34,38.16,14.66,52.74
14:B4:57:6D:A5:6D,1637432154,0,400,0,538.71,34.17,19.24,55.76
08:6B:D7:FE:13:F7,1637432456,1,400,0,388.59,32.95,20.52,64.96
58:8E:81:72:F6:11,1637432427,0,400,0,183.33,35.69,17.34,57.40
58:8E:81:72:F6:52,1637432402,0,402,0,44.02,34.40,18.68,60.43
00:0B:57:64:8F:DD,1637432374,1,408,0,101.39,38.26,14.79,52.85
14:B4:57:6D:A5:6D,1637432347,0,403,0,538.87,34.39,19.02,62.64
08:6B:D7:FE:13:F7,1637432627,1,402,0,389.79,32.84,20.67,61.08
58:8E:81:72:F6:11,1637432598,1,410,0,183.49,35.77,17.30,64.91
58:8E:81:72:F6:52,1637432574,0,400,0,43.73,34.53,18.58,57.15
14:B4:57:6D:A5:6D,1637432541,1,403,0,539.44,34.22,19.10,56.04
08:6B:D7:FE:13:F7,1637432801,1,407,0,390.01,32.93,20.61,57.89
58:8E:81:72:F6:52,1637432766,5,400,0,44.08,34.69,18.39,61.79
00:0B:57:64:8F:DD,1637432738,0,400,0,101.35,38.24,14.62,64.13
14:B4:57:6D:A5:6D,1637432711,0,406,0,539.57,34.37,19.10,63.38
08:6B:D7:FE:13:F7,1637432993,1,405,0,388.36,32.86,20.61,59.23
58:8E:81:72:F6:11,1637432964,0,400,0,183.42,35.84,17.19,64.29
58:8E:81:72:F6:52,1637432940,3,403,0,44.14,34.68,18.36,64.67
00:0B:57:64:8F:DD,1637432912,0,400,0,104.72,38.28,14.95,59.50
14:B4:57:6D:A5:6D,1637432885,0,403,0,539.82,34.28,19.10,57.18
08:6B:D7:FE:13:F7,1637433185,0,402,0,390.27,32.81,20.64,54.83
58:8E:81:72:F6:11,1637433156,0,403,0,183.27,35.77,17.22,55.20
58:8E:81:72:F6:52,1637433132,0,400,0,43.86,34.59,18.45,56.91
00:0B:57:64:8F:DD,1637433105,6,405,0,101.25,37.99,14.88,54.55
14:B4:57:6D:A5:6D,1637433078,0,405,0,541.30,34.37,19.05,55.93
08:6B:D7:FE:13:F7,1637433377,0,403,0,392.52,32.83,20.64,56.20
58:8E:81:72:F6:11,1637433348,1,405,0,183.15,35.90,17.13,58.19
58:8E:81:72:F6:52,1637433324,1,410,0,44.14,34.48,18.56,55.76
00:0B:57:64:8F:DD,1637433296,0,400,0,99.38,38.08,14.89,53.97
14:B4:57:6D:A5:6D,1637433269,1,409,0,541.09,34.27,19.14,55.36
08:6B:D7:FE:13:F7,1637433569,1,400,0,392.15,33.03,20.67,55.99
58:8E:81:72:F6:11,1637433540,1,408,0,183.65,35.90,17.21,55.78
58:8E:81:72:F6:52,1637433516,2,403,0,42.84,34.48,18.67,56.22
00:0B:57:64:8F:DD,1637433488,5,463,0,100.13,37.83,14.99,53.37
14:B4:57:6D:A5:6D,1637433461,0,402,0,541.96,34.26,19.13,55.60
08:6B:D7:FE:13:F7,1637433739,0,403,0,395.38,32.73,20.75,55.24
58:8E:81:72:F6:11,1637433710,2,410,0,182.94,35.60,17.30,58.69
00:0B:57:64:8F:DD,1637433681,3,415,0,101.14,38.44,14.62,52.60
14:B4:57:6D:A5:6D,1637433654,2,414,0,543.62,34.44,19.03,53.13
08:6B:D7:FE:13:F7,1637433913,1,407,0,393.97,32.84,21.00,56.50
58:8E:81:72:F6:52,1637433878,0,400,0,44.21,35.03,18.42,60.07
00:0B:57:64:8F:DD,1637433850,0,405,0,101.42,38.46,14.72,53.54
14:B4:57:6D:A5:6D,1637433823,0,400,0,549.35,34.56,19.10,53.06
08:6B:D7:FE:13:F7,1637434106,1,402,0,397.45,32.70,21.03,66.63
58:8E:81:72:F6:11,1637434077,0,400,0,182.80,35.23,18.06,68.67
58:8E:81:72:F6:52,1637434053,0,418,0,42.77,34.77,18.69,75.60
00:0B:57:64:8F:DD,1637434025,4,435,0,97.94,38.09,14.89,53.52
14:B4:57:6D:A5:6D,1637433997,1,400,0,550.04,34.36,19.19,59.11
08:6B:D7:FE:13:F7,1637434298,6,459,0,399.31,32.54,21.30,68.68
58:8E:81:72:F6:11,1637434269,21,584,0,183.24,35.21,18.04,61.84
58:8E:81:72:F6:52,1637434245,15,423,0,43.58,34.46,18.77,56.31
00:0B:57:64:8F:DD,1637434217,8,463,0,104.45,38.03,15.38,53.85
14:B4:57:6D:A5:6D,1637434190,0,400,0,552.09,34.26,19.42,68.47
08:6B:D7:FE:13:F7,1637434491,0,402,0,399.24,32.65,21.23,67.77
58:8E:81:72:F6:11,1637434462,3,406,0,182.99,35.30,18.06,67.36
58:8E:81:72:F6:52,1637434437,17,514,0,43.34,34.40,18.90,63.57
00:0B:57:64:8F:DD,1637434409,6,448,0,97.65,37.74,15.98,68.97
14:B4:57:6D:A5:6D,1637434382,0,400,0,552.61,34.53,19.33,69.29
08:6B:D7:FE:13:F7,1637434665,1,405,0,400.18,32.55,21.32,67.24
58:8E:81:72:F6:52,1637434630,0,400,0,43.59,34.31,19.01,70.42
00:0B:57:64:8F:DD,1637434602,0,400,0,98.32,38.11,15.18,70.23
14:B4:57:6D:A5:6D,1637434575,1,409,0,552.58,34.27,19.45,69.77
08:6B:D7:FE:13:F7,1637434839,1,416,0,399.03,32.61,21.35,55.69
58:8E:81:72:F6:11,1637434810,0,410,0,183.30,35.28,18.00,64.25
58:8E:81:72:F6:52,1637434786,0,400,0,43.52,34.37,19.04,65.66
00:0B:57:64:8F:DD,1637434758,3,491,0,101.08,38.14,15.12,65.76
08:6B:D7:FE:13:F7,1637435031,2,415,0,397.92,32.92,20.94,58.37
58:8E:81:72:F6:11,1637435002,1,402,0,183.33,35.54,17.98,56.51
58:8E:81:72:F6:52,1637434978,8,454,0,43.64,34.49,18.88,61.59
00:0B:57:64:8F:DD,1637434950,27,459,0,96.21,38.29,14.65,53.29
14:B4:57:6D:A5:6D,1637434923,0,405,0,553.52,34.59,19.16,54.02
08:6B:D7:FE:13:F7,1637435223,1,402,0,399.13,32.80,21.03,58.06
58:8E:81:72:F6:11,1637435194,2,406,0,183.08,35.59,17.69,53.56
58:8E:81:72:F6:52,1637435170,1,409,0,43.52,34.49,18.78,57.57
00:0B:57:64:8F:DD,1637435142,0,400,0,106.22,38.63,14.69,54.58
14:B4:57:6D:A5:6D,1637435115,1,408,0,553.18,34.56,19.25,55.74
08:6B:D7:FE:13:F7,1637435415,0,400,0,402.47,32.68,21.41,83.05
58:8E:81:72:F6:11,1637435386,2,417,0,184.17,35.37,18.00,65.36
58:8E:81:72:F6:52,1637435362,0,414,0,44.82,34.76,18.67,87.40
00:0B:57:64:8F:DD,1637435334,1,407,0,106.47,38.82,14.38,82.93
14:B4:57:6D:A5:6D,1637435307,2,413,0,554.63,34.85,19.04,88.01
08:6B:D7:FE:13:F7,1637435608,0,414,0,402.27,32.89,21.45,53.87
58:8E:81:72:F6:11,1637435579,0,400,0,182.10,35.25,18.62,58.76
58:8E:81:72:F6:52,1637435555,1,400,0,43.83,34.89,18.90,59.66
00:0B:57:64:8F:DD,1637435527,1,407,0,105.87,38.89,14.56,67.73
14:B4:57:6D:A5:6D,1637435500,1,407,0,553.77,34.90,19.14,67.02
08:6B:D7:FE:13:F7,1637435800,2,413,0,400.33,32.70,21.41,59.47
58:8E:81:72:F6:11,1637435771,0,414,0,182.64,34.97,18.71,55.11
58:8E:81:72:F6:52,1637435747,5,417,0,43.83,34.81,19.12,56.32
00:0B:57:64:8F:DD,1637435719,0,405,0,103.96,38.53,15.53,54.98
14:B4:57:6D:A5:6D,1637435692,0,400,0,557.51,34.81,19.27,57.25
08:6B:D7:FE:13:F7,1637435993,2,411,0,402.93,32.70,22.06,65.06
58:8E:81:72:F6:11,1637435964,0,405,0,183.02,34.74,19.27,59.57
58:8E:81:72:F6:52,1637435939,2,410,0,43.64,34.54,19.71,62.63
00:0B:57:64:8F:DD,1637435911,0,400,0,103.80,38.04,15.86,62.45
14:B4:57:6D:A5:6D,1637435884,1,408,0,562.62,34.84,19.68,59.87
08:6B:D7:FE:13:F7,1637436186,1,413,0,133.60,32.93,22.09,53.96
58:8E:81:72:F6:11,1637436157,0,400,0,151.24,34.60,19.68,51.90
58:8E:81:72:F6:52,1637436133,1,403,0,37.05,34.76,20.31,58.04
00:0B:57:64:8F:DD,1637436105,9,520,0,103.30,38.37,15.75,49.59
14:B4:57:6D:A5:6D,1637436078,0,400,0,564.09,34.74,19.58,52.46
08:6B:D7:FE:13:F7,1637436379,1,422,0,145.16,34.09,20.84,54.41
58:8E:81:72:F6:11,1637436350,1,407,0,149.94,34.32,20.04,50.73
58:8E:81:72:F6:52,1637436325,0,407,0,37.45,35.46,19.32,53.86
00:0B:57:64:8F:DD,1637436297,0,400,0,33.90,33.11,20.52,45.46
14:B4:57:6D:A5:6D,1637436270,2,410,0,149.33,36.04,19.03,57.01
08:6B:D7:FE:13:F7,1637436574,1,405,0,148.03,34.07,20.87,53.72
58:8E:81:72:F6:11,1637436545,0,403,0,149.08,34.28,20.22,54.79
58:8E:81:72:F6:52,1637436520,0,407,0,37.36,35.34,19.20,53.83
00:0B:57:64:8F:DD,1637436491,0,403,0,34.62,35.12,19.16,47.39
14:B4:57:6D:A5:6D,1637436464,0,400,0,149.78,36.63,18.19,50.69
08:6B:D7:FE:13:F7,1637436744,0,403,0,149.44,33.92,21.00,53.99
58:8E:81:72:F6:11,1637436715,0,400,0,148.84,34.31,20.26,51.84
58:8E:81:72:F6:52,1637436691,0,400,0,37.42,35.29,19.37,54.34
14:B4:57:6D:A5:6D,1637436658,0,400,0,149.75,36.80,18.16,52.28
08:6B:D7:FE:13:F7,1637436937,0,402,0,149.84,34.07,21.08,53.55
58:8E:81:72:F6:11,1637436908,0,405,0,149.00,34.42,20.25,51.16
58:8E:81:72:F6:52,1637436884,0,403,0,37.45,35.48,19.28,55.00
00:0B:57:64:8F:DD,1637436856,0,400,0,37.36,35.80,18.41,46.66
14:B4:57:6D:A5:6D,1637436829,0,403,0,149.53,36.85,18.18,52.12
58:8E:81:72:F6:11,1637437100,0,400,0,148.87,34.44,20.21,51.18
58:8E:81:72:F6:52,1637437076,1,406,0,37.73,35.35,19.35,54.13
00:0B:57:64:8F:DD,1637437048,0,400,0,35.20,35.86,18.41,47.90
14:B4:57:6D:A5:6D,1637437021,0,400,0,149.53,36.98,18.14,52.80
08:6B:D7:FE:13:F7,1637437298,1,407,0,152.97,34.75,20.43,54.55
58:8E:81:72:F6:11,1637437269,0,403,0,147.98,34.29,20.39,58.76
58:8E:81:72:F6:52,1637437245,0,400,0,37.08,35.16,19.68,53.76
00:0B:57:64:8F:DD,1637437217,0,402,0,34.84,35.93,18.35,49.37
14:B4:57:6D:A5:6D,1637437190,0,405,0,149.88,37.05,18.05,51.50
08:6B:D7:FE:13:F7,1637437490,1,407,0,156.36,34.78,20.48,76.15
58:8E:81:72:F6:11,1637437461,0,400,0,147.10,33.88,20.83,69.78
58:8E:81:72:F6:52,1637437437,0,405,0,36.74,34.96,19.84,69.53
00:0B:57:64:8F:DD,1637437409,0,400,0,32.45,35.67,18.61,77.86
14:B4:57:6D:A5:6D,1637437382,0,400,0,151.33,37.41,17.84,56.49
08:6B:D7:FE:13:F7,1637437662,0,403,0,158.86,34.71,20.67,53.88
58:8E:81:72:F6:11,1637437633,1,403,0,147.57,33.97,20.93,52.27
58:8E:81:72:F6:52,1637437609,0,409,0,36.77,34.77,19.84,57.37
14:B4:57:6D:A5:6D,1637437575,0,400,0,151.70,37.39,17.87,51.96
08:6B:D7:FE:13:F7,1637437854,0,411,0,157.81,34.71,20.37,57.87
58:8E:81:72:F6:11,1637437825,0,400,0,147.20,34.07,20.82,51.52
58:8E:81:72:F6:52,1637437801,1,410,0,36.61,34.56,20.31,54.48
00:0B:57:64:8F:DD,1637437773,0,400,0,63.97,35.57,18.90,61.46
14:B4:57:6D:A5:6D,1637437746,0,405,0,151.76,37.43,17.86,61.27
08:6B:D7:FE:13:F7,1637438046,4,416,0,159.40,34.86,20.35,54.99
58:8E:81:72:F6:11,1637438017,1,407,0,147.54,34.17,20.68,54.19
58:8E:81:72:F6:52,1637437993,1,403,0,36.50,35.05,19.78,54.93
00:0B:57:64:8F:DD,1637437965,14,417,0,64.06,35.66,18.62,48.51
14:B4:57:6D:A5:6D,1637437938,0,405,0,151.94,37.47,17.78,51.61
